date,product_id,product_name,category,brand,cost,base_price,price,demand,revenue,profit,margin,competitor_price,stock,is_weekend,day_of_week,month,holiday_name,holiday_boost,elasticity,price_lag_7d,price_to_base,price_to_competitor,demand_lag_1d,demand_lag_7d,demand_lag_30d,stock_level,log_price_ratio,log_demand
2026-02-19,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,44.73,60,2683.8,1603.8,59.76,47.17,81,0,3,2,Valentines Day,0.1286,-2.1,43.24857142857143,0.8947789557911582,0.9482722069111722,68.0,75.28571428571429,69.9090909090909,2.0,-0.1111785679807223,4.0943445622221
2026-02-20,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,42.43,75,3182.25,1832.25,57.58,57.03,61,0,4,2,Valentines Day,0.1143,-2.1,42.91285714285715,0.8487697539507901,0.7439943889181132,60.0,77.42857142857143,70.33333333333333,1.0,-0.16396732621124555,4.31748811353631
2026-02-21,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,46.69,69,3221.61,1979.61,61.45,43.82,50,1,5,2,Valentines Day,0.1,-2.1,43.58571428571429,0.9339867973594718,1.0654952076677315,75.0,73.57142857142857,70.23076923076923,1.0,-0.06829297644263348,4.23410650459726
2026-02-22,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,46.77,66,3086.82,1898.82,61.51,48.32,59,1,6,2,Valentines Day,0.0857,-2.1,43.83,0.9355871174234848,0.9679221854304636,69.0,71.71428571428571,69.92857142857143,1.0,-0.06658101368768407,4.189654742026425
2026-02-23,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,47.74,60,2864.4,1784.4,62.3,46.7,82,0,0,2,Valentines Day,0.0714,-2.1,44.69,0.95499099819964,1.0222698072805139,66.0,68.42857142857143,69.26666666666667,2.0,-0.04605336451479493,4.0943445622221
2026-02-24,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,50.48,47,2372.56,1526.56,64.34,43.61,125,0,1,2,Valentines Day,0.0571,-2.1,45.95428571428572,1.0098019603920783,1.157532675991745,60.0,63.57142857142857,67.875,2.0,0.009754232807478568,3.8501476017100584
2026-02-25,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,50.53,50,2526.5,1626.5,64.38,42.57,113,0,2,2,Valentines Day,0.0429,-2.1,47.05285714285714,1.0108021604320865,1.1869861404745126,47.0,61.0,66.82352941176471,2.0,0.010744233878338285,3.912023005428146
2026-02-26,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,54.59,43,2347.37,1573.37,67.03,54.06,97,0,3,2,Valentines Day,0.0286,-2.1,48.46142857142858,1.092018403680736,1.0098039215686274,50.0,58.57142857142857,65.5,2.0,0.0880277303681872,3.7612001156935624
2026-02-27,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,53.14,41,2178.74,1440.74,66.13,55.44,123,0,4,2,Valentines Day,0.0143,-2.1,49.99142857142857,1.063012602520504,0.9585137085137085,43.0,53.714285714285715,64.21052631578948,2.0,0.06110695490618836,3.713572066704308
2026-02-28,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,54.84,44,2412.96,1620.96,67.18,47.16,105,1,5,2,Valentines Day,0.0,-2.1,51.15571428571428,1.0970194038807761,1.162849872773537,41.0,50.142857142857146,63.2,2.0,0.09259686926863463,3.784189633918261
2026-03-01,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.7,44,2538.8,1746.8,68.8,55.8,111,1,6,3,Valentines Day,0.0,-2.1,52.71714285714286,1.1542308461692339,1.0340501792114696,44.0,47.0,62.285714285714285,2.0,0.14343418808857492,3.784189633918261
2026-03-02,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.66,33,1902.78,1308.78,68.78,53.9,136,0,0,3,Valentines Day,0.0,-2.1,54.13428571428572,1.1534306861372274,1.0697588126159554,44.0,43.142857142857146,60.95454545454545,2.0,0.14274070678477713,3.4965075614664802
2026-03-03,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.39,39,2238.21,1536.21,68.64,50.33,119,0,1,3,Valentines Day,0.0,-2.1,55.12142857142857,1.1480296059211843,1.1402741903437315,33.0,42.0,60.0,2.0,0.13804708669479226,3.6635616461296463
2026-03-04,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.58,34,1957.72,1345.72,68.74,47.21,132,0,2,3,Valentines Day,0.0,-2.1,56.12857142857143,1.1518303660732145,1.2196568523617877,39.0,39.714285714285715,58.916666666666664,2.0,0.14135229975855074,3.5263605246161616
2026-03-05,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,56.79,37,2101.23,1435.23,68.3,48.65,136,0,3,3,Valentines Day,0.0,-2.1,56.442857142857136,1.1360272054410883,1.1673175745118192,34.0,38.857142857142854,58.04,2.0,0.1275372684638622,3.6109179126442243
2026-03-06,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,55.27,36,1989.72,1341.72,67.43,56.43,140,0,4,3,Valentines Day,0.0,-2.1,56.74714285714286,1.105621124224845,0.9794435583909269,37.0,38.142857142857146,57.19230769230769,2.0,0.10040728041969266,3.58351893845611
2026-03-07,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,56.94,42,2391.48,1635.48,68.39,54.54,103,1,5,3,Valentines Day,0.0,-2.1,57.047142857142866,1.139027805561112,1.044004400440044,36.0,37.857142857142854,56.629629629629626,2.0,0.13017509642441236,3.7376696182833684
2026-03-08,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,54.54,48,2617.92,1753.92,67.0,54.6,120,1,6,3,Valentines Day,0.0,-2.1,56.59571428571428,1.091018203640728,0.9989010989010989,42.0,38.42857142857143,56.32142857142857,2.0,0.08711139199196344,3.871201010907891
2026-03-09,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,51.99,42,2183.58,1427.58,65.38,45.91,113,0,0,3,Valentines Day,0.0,-2.1,55.785714285714285,1.0400080016003201,1.1324330211282947,48.0,39.714285714285715,55.827586206896555,2.0,0.039228406970145485,3.7376696182833684
2026-03-10,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,51.99,44,2287.56,1495.56,65.38,42.6,112,0,1,3,Valentines Day,0.0,-2.1,55.01428571428572,1.0400080016003201,1.2204225352112676,42.0,40.42857142857143,55.43333333333333,2.0,0.039228406970145485,3.784189633918261
2026-03-11,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,47.87,50,2393.5,1493.5,62.4,44.29,94,0,2,3,Valentines Day,0.0,-2.1,53.62714285714286,0.9575915183036606,1.0808308873334838,44.0,42.714285714285715,55.4,2.0,-0.043333982021061444,3.912023005428146
2026-03-12,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,48.19,52,2505.88,1569.88,62.65,50.27,104,0,3,3,Valentines Day,0.0,-2.1,52.39857142857143,0.9639927985597119,0.9586234334593196,50.0,44.857142857142854,55.233333333333334,2.0,-0.03667145477323769,3.9512437185814275
2026-03-13,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,47.33,52,2461.16,1525.16,61.97,56.93,86,0,4,3,Valentines Day,0.0,-2.1,51.26428571428571,0.9467893578715743,0.8313718601791674,52.0,47.142857142857146,54.93333333333333,2.0,-0.05467864150732244,3.9512437185814275
2026-03-14,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,42.7,75,3202.5,1852.5,57.85,46.76,31,1,5,3,Valentines Day,0.0,-2.1,49.23,0.8541708341668334,0.9131736526946109,52.0,51.857142857142854,55.0,1.0,-0.1576240651909001,4.31748811353631
2026-03-15,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,44.51,82,3649.82,2173.82,59.56,43.26,27,1,6,3,Valentines Day,0.0,-2.1,47.797142857142866,0.8903780756151229,1.0288950531668979,75.0,56.714285714285715,55.733333333333334,1.0,-0.11610910239771613,4.406719247264253
2026-03-16,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,43.21,65,2808.65,1638.65,58.34,44.66,70,0,0,3,Valentines Day,0.0,-2.1,46.542857142857144,0.864372874574915,0.9675324675324676,82.0,60.0,54.7,1.0,-0.1457510354816372,4.174387269895637
2026-03-17,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,44.57,63,2807.91,1673.91,59.61,46.06,83,0,1,3,Easter,0.0,-2.1,45.48285714285714,0.8915783156631326,0.9676508901432913,65.0,62.714285714285715,54.166666666666664,2.0,-0.11476199846701456,4.143134726391533
2026-03-18,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,44.64,53,2365.92,1411.92,59.68,51.99,95,0,2,3,Easter,0.0,-2.1,45.021428571428565,0.8929785957191438,0.8586266589728794,63.0,63.142857142857146,53.166666666666664,2.0,-0.11319266735242348,3.970291913552122
2026-03-19,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,41.05,68,2791.4,1567.4,56.15,43.1,68,0,3,3,Easter,0.0,-2.1,44.00142857142857,0.8211642328465693,0.9524361948955915,53.0,65.42857142857143,52.733333333333334,1.0,-0.19703214952704184,4.219507705176107
2026-03-20,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,40.53,73,2958.69,1644.69,55.59,52.17,41,0,4,3,Easter,0.0,-2.1,43.03000000000001,0.8107621524304861,0.7768832662449684,68.0,68.42857142857143,52.9,1.0,-0.2097805447852618,4.290459441148391
2026-03-21,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,42.12,87,3664.44,2098.44,57.26,56.54,12,1,5,3,Easter,0.0,-2.1,42.94714285714286,0.8425685137027404,0.7449593208348072,73.0,70.14285714285714,53.8,0.0,-0.17130029815970438,4.465908118654584
2026-03-22,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,43.24,71,3070.04,1792.04,58.37,56.36,73,1,6,3,Easter,0.0,-2.1,42.76571428571429,0.8649729945989197,0.7672107877927609,87.0,68.57142857142857,53.666666666666664,1.0,-0.1450569926544715,4.2626798770413155
2026-03-23,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,46.8,48,2246.4,1382.4,61.54,54.75,106,0,0,3,Easter,0.0,-2.1,43.278571428571425,0.9361872374474894,0.8547945205479451,71.0,66.14285714285714,52.96666666666667,2.0,-0.065939782501878,3.871201010907891
2026-03-24,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,44.53,61,2716.33,1618.33,59.58,43.89,94,0,1,3,Easter,0.0,-2.1,43.27285714285714,0.8907781556311262,1.0145819093187514,48.0,65.85714285714286,52.8,2.0,-0.11565986609186804,4.110873864173311
2026-03-25,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,48.82,52,2538.64,1602.64,63.13,47.58,90,0,2,3,Easter,0.0,-2.1,43.870000000000005,0.9765953190638127,1.0260613703236654,61.0,65.71428571428571,52.53333333333333,2.0,-0.02368292046066505,3.9512437185814275
2026-03-26,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,50.77,46,2335.42,1507.42,64.55,55.8,119,0,3,3,Easter,0.0,-2.1,45.25857142857143,1.015603120624125,0.9098566308243728,52.0,62.57142857142857,52.5,2.0,0.015482643533824086,3.828641396489095
2026-03-27,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,50.53,47,2374.91,1528.91,64.38,44.92,122,0,4,3,Easter,0.0,-2.1,46.68714285714285,1.0108021604320865,1.1248886910062332,46.0,58.857142857142854,52.4,2.0,0.010744233878338285,3.8501476017100584
2026-03-28,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,53.48,44,2353.12,1561.12,66.34,42.57,98,1,5,3,Easter,0.0,-2.1,48.31,1.0698139627925585,1.2562837679116747,47.0,52.714285714285715,52.43333333333333,2.0,0.0674847668082634,3.784189633918261
2026-03-29,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.2,42,2402.4,1646.4,68.53,52.27,105,1,6,3,Easter,0.0,-2.1,50.30428571428571,1.1442288457691538,1.0943179644155347,44.0,48.57142857142857,52.46666666666667,2.0,0.13473091296027323,3.7376696182833684
2026-03-30,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,54.1,42,2272.2,1516.2,66.73,47.37,126,0,0,3,Easter,0.0,-2.1,51.347142857142856,1.0822164432886576,1.142073042009711,42.0,47.714285714285715,52.4,2.0,0.07901120042695675,3.7376696182833684
2026-03-31,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.93,35,2027.55,1397.55,68.93,52.35,133,0,1,3,Easter,0.0,-2.1,53.26142857142857,1.1588317663532706,1.106590257879656,42.0,44.0,52.1,2.0,0.1474123996830537,3.5553480614894135
2026-04-01,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,56.75,34,1929.5,1317.5,68.28,46.47,122,0,2,4,Easter,0.0,-2.1,54.394285714285715,1.1352270454090818,1.2212179901011406,35.0,41.42857142857143,52.13333333333333,2.0,0.12683267093603307,3.5263605246161616
2026-04-02,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.33,36,2063.88,1415.88,68.6,55.87,133,0,3,4,Easter,0.0071,-2.1,55.33142857142857,1.1468293658731745,1.0261320923572579,34.0,40.0,52.03333333333333,2.0,0.13700106149481228,3.58351893845611
2026-04-03,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.47,40,2298.8,1578.8,68.68,51.14,120,0,4,4,Easter,0.0143,-2.1,56.32285714285714,1.149629925985197,1.123777864685178,36.0,39.0,52.233333333333334,2.0,0.1394400870941711,3.6888794541139363
2026-04-04,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,58.06,37,2148.22,1482.22,69.0,46.7,107,1,5,4,Easter,0.0214,-2.1,56.97714285714286,1.1614322864572915,1.243254817987152,40.0,38.0,52.233333333333334,2.0,0.14965397317100484,3.6109179126442243
2026-04-05,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,54.88,47,2579.36,1733.36,67.2,56.6,124,1,6,4,Easter,0.0286,-2.1,56.64571428571429,1.0978195639127826,0.9696113074204947,37.0,38.714285714285715,52.6,2.0,0.0933259979921508,3.8501476017100584
2026-04-06,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,55.23,42,2319.66,1563.66,67.41,42.72,133,0,0,4,Easter,0.0357,-2.1,56.80714285714286,1.1048209641928384,1.2928370786516854,47.0,38.714285714285715,52.6,2.0,0.099683298487617,3.7376696182833684
2026-04-07,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,55.11,40,2204.4,1484.4,67.34,56.94,134,0,1,4,Easter,0.0429,-2.1,56.40428571428571,1.1024204840968193,0.9678609062170707,42.0,39.42857142857143,52.333333333333336,2.0,0.09750820246966488,3.6888794541139363
2026-04-08,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,51.77,40,2070.8,1350.8,65.23,55.26,113,0,2,4,Easter,0.05,-2.1,55.69285714285714,1.0356071214242848,0.9368440101339125,40.0,40.285714285714285,52.266666666666666,2.0,0.034987845488330935,3.6888794541139363
2026-04-09,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,51.87,41,2126.67,1388.67,65.3,56.53,126,0,3,4,Easter,0.0571,-2.1,54.91285714285714,1.0376075215043008,0.9175658942154608,40.0,41.0,52.166666666666664,2.0,0.03691760293782977,3.713572066704308
2026-04-10,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,48.66,53,2578.98,1624.98,63.01,51.71,114,0,4,4,Easter,0.0643,-2.1,53.65428571428571,0.973394678935787,0.941017211371108,41.0,42.857142857142854,52.266666666666666,2.0,-0.026965648070102582,3.970291913552122
2026-04-11,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,48.52,56,2717.12,1709.12,62.9,55.65,98,1,5,4,Easter,0.0714,-2.1,52.29142857142857,0.9705941188237648,0.8718778077268644,53.0,45.57142857142857,52.4,2.0,-0.029846901349629577,4.02535169073515
2026-04-12,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,48.56,68,3302.08,2078.08,62.93,47.88,56,1,6,4,Easter,0.1,-2.1,51.388571428571424,0.9713942788557711,1.014202172096909,56.0,48.57142857142857,52.93333333333333,1.0,-0.029022838674236204,4.219507705176107
2026-04-13,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,46.35,63,2920.05,1786.05,61.17,55.49,91,0,0,4,Easter,0.1,-2.1,50.120000000000005,0.9271854370874175,0.835285637051721,68.0,51.57142857142857,52.53333333333333,2.0,-0.07560169341361479,4.143134726391533
2026-04-14,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,45.19,83,3750.77,2256.77,60.17,54.46,40,0,1,4,Easter,0.1,-2.1,48.70285714285715,0.9039807961592318,0.829783327212633,63.0,57.714285714285715,52.56666666666667,1.0,-0.10094716200229076,4.418840607796598
2026-04-15,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,44.93,68,3055.24,1831.24,59.94,55.84,58,0,2,4,Easter,0.1,-2.1,47.72571428571428,0.8987797559511902,0.8046203438395415,83.0,61.714285714285715,52.666666666666664,1.0,-0.10671726234341046,4.219507705176107
2026-04-16,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,41.7,74,3085.8,1753.8,56.83,51.16,33,0,3,4,Easter,0.1,-2.1,46.27285714285715,0.8341668333666734,0.815089913995309,68.0,66.42857142857143,53.03333333333333,1.0,-0.18132185662072314,4.30406509320417
2026-04-17,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,46.0,52,2392.0,1456.0,60.87,46.79,100,0,4,4,Easter,0.1,-2.1,45.892857142857146,0.9201840368073614,0.9831160504381278,74.0,66.28571428571429,53.0,2.0,-0.08318158893638408,3.9512437185814275
2026-04-18,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,41.82,94,3931.08,2239.08,56.96,44.4,13,1,5,4,Easter,0.1,-2.1,44.93571428571429,0.8365673134626925,0.9418918918918919,52.0,71.71428571428571,53.86666666666667,0.0,-0.1784482914249915,4.543294782270004
2026-04-19,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,41.79,89,3719.31,2117.31,56.93,51.83,5,1,6,4,Easter,0.0714,-2.1,43.96857142857143,0.8359671934386876,0.8062897935558557,94.0,74.71428571428571,54.4,0.0,-0.1791659089656551,4.48863636973214
2026-04-20,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,43.56,63,2744.28,1610.28,58.68,50.6,79,0,0,4,Easter,0.0643,-2.1,43.57,0.871374274854971,0.8608695652173913,89.0,74.71428571428571,53.6,1.0,-0.1376836873607193,4.143134726391533
2026-04-21,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,41.38,75,3103.5,1753.5,56.5,54.42,41,0,1,4,Easter,0.0571,-2.1,43.02571428571429,0.8277655531106222,0.7603822124219037,63.0,73.57142857142857,53.733333333333334,1.0,-0.18902531310808196,4.31748811353631
2026-04-22,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,44.39,62,2752.18,1636.18,59.45,42.87,95,0,2,4,Easter,0.05,-2.1,42.94857142857143,0.8879775955191038,1.0354560298577093,75.0,72.71428571428571,54.2,2.0,-0.11880876657953511,4.127134385045092
2026-04-23,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,47.7,58,2766.6,1722.6,62.26,48.62,71,0,3,4,Easter,0.0429,-2.1,43.80571428571428,0.9541908381676335,0.9810777457836283,62.0,70.42857142857143,54.1,1.0,-0.046891587531183485,4.060443010546419
2026-04-24,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,47.72,51,2433.72,1515.72,62.28,50.73,107,0,4,4,Easter,0.0357,-2.1,44.05142857142857,0.9545909181836366,0.9406662724226297,58.0,70.28571428571429,54.06666666666667,2.0,-0.04647238819576374,3.9318256327243257
2026-04-25,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,48.1,64,3078.4,1926.4,62.58,56.81,82,1,5,4,Easter,0.0286,-2.1,44.94857142857143,0.9621924384876975,0.8466819221967963,51.0,66.0,54.666666666666664,2.0,-0.038540808313763504,4.1588830833596715
2026-04-26,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,54.73,49,2681.77,1799.77,67.11,48.78,92,1,6,4,Easter,0.0214,-2.1,46.79714285714285,1.0948189637927583,1.1219762197621976,64.0,60.285714285714285,54.733333333333334,2.0,0.0905890197303476,3.8918202981106265
2026-04-27,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,54.94,37,2032.78,1366.78,67.24,42.71,111,0,0,4,Easter,0.0143,-2.1,48.42285714285714,1.0990198039607921,1.2863498009833763,49.0,56.57142857142857,54.5,2.0,0.09441869524164878,3.6109179126442243
2026-04-28,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,55.06,41,2257.46,1519.46,67.31,49.6,102,0,1,4,Easter,0.0071,-2.1,50.37714285714286,1.1014202840568115,1.1100806451612903,37.0,51.714285714285715,54.46666666666667,2.0,0.09660051428898236,3.713572066704308
2026-04-29,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,50.7,42,2129.4,1373.4,64.5,45.09,113,0,2,4,Mothers Day,0.0129,-2.1,51.278571428571425,1.0142028405681136,1.1244178310046573,41.0,48.857142857142854,54.46666666666667,2.0,0.014102925171658471,3.7376696182833684
2026-04-30,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,58.93,30,1767.9,1227.9,69.46,52.02,122,0,3,4,Mothers Day,0.0257,-2.1,52.88285714285714,1.1788357671534306,1.1328335255670896,42.0,44.857142857142854,54.3,2.0,0.16452731342434293,3.4011973816621555
2026-05-01,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,59.28,30,1778.4,1238.4,69.64,50.04,154,0,4,5,Mothers Day,0.0386,-2.1,54.534285714285716,1.1858371674334867,1.184652278177458,30.0,41.857142857142854,54.166666666666664,2.0,0.17044899556235243,3.4011973816621555
2026-05-02,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,55.98,46,2575.08,1747.08,67.85,43.55,114,1,5,5,Mothers Day,0.0514,-2.1,55.65999999999999,1.1198239647929584,1.285419058553387,30.0,39.285714285714285,54.5,2.0,0.11317149866182832,3.828641396489095
2026-05-03,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,57.55,41,2359.55,1621.55,68.72,56.59,121,1,6,5,Mothers Day,0.0643,-2.1,56.06285714285714,1.1512302460492096,1.0169641279377981,46.0,38.142857142857146,54.53333333333333,2.0,0.14083114974241248,3.713572066704308
2026-05-04,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,59.5,32,1904.0,1328.0,69.75,49.36,138,0,0,5,Mothers Day,0.0771,-2.1,56.714285714285715,1.1902380476095218,1.2054294975688817,41.0,37.42857142857143,54.36666666666667,2.0,0.17415332712610498,3.4657359027997265
2026-05-05,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,56.26,42,2362.92,1606.92,68.01,56.91,132,0,1,5,Mothers Day,0.09,-2.1,56.885714285714286,1.1254250850170033,0.9885784572131436,32.0,37.57142857142857,54.2,2.0,0.11816081763623174,3.7376696182833684
2026-05-06,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,55.98,39,2183.22,1481.22,67.85,43.56,115,0,2,5,Mothers Day,0.1029,-2.1,57.64,1.1198239647929584,1.2851239669421486,42.0,37.142857142857146,54.1,2.0,0.11317149866182832,3.6635616461296463
2026-05-07,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,53.51,48,2568.48,1704.48,66.36,44.26,112,0,3,5,Mothers Day,0.1157,-2.1,56.86571428571428,1.0704140828165631,1.208992318120199,39.0,39.714285714285715,54.36666666666667,2.0,0.0680455668977341,3.871201010907891
2026-05-08,E001,Wireless Earbuds Pro,Electronics,SoundCore,18.0,49.99,54.39,45,2447.55,1637.55,66.91,53.52,122,0,4,5,Mothers Day,0.1286,-2.1,56.16714285714285,1.088017603520704,1.0162556053811658,48.0,41.857142857142854,54.53333333333333,2.0,0.08435732800939034,3.8066624897703196
