product_id,current_price,competitor_price,demand_last_week,stock_level,marketing_spend,season,day_of_week,customer_rating,units_sold,optimal_price
3529,1057930.65,1074040.81,312,555,908194452.23,monsoon,sunday,4.48,77,1749271.33
1192,6870749.29,6649777.06,344,935,956130633.92,monsoon,sunday,2.62,672,6539810.54
9355,4451911.21,4405779.06,345,17,411974636.82,festival,saturday,3.18,78,4552272.2
7119,1299398.91,1346465.79,432,321,460767001.21,winter,sunday,4.33,386,1987292.64
7332,4997203.18,5197755.6,327,711,374380001.37,summer,sunday,2.59,54,4823978.43
6631,430790.24,390085.42,263,344,779687693.2,festival,tuesday,2.52,288,1085504.1
3331,9101365.18,9591569.57,179,52,772849539.21,monsoon,saturday,4.77,209,8617946.49
9589,2654509.62,2651068.8,313,230,227435884.55,monsoon,tuesday,2.5,597,2819518.87
6879,6655595.84,6731068.66,117,701,389439082.69,winter,wednesday,3.28,491,5905417.85
8902,3179056.76,3050619.17,99,604,219524746.94,festival,tuesday,4.14,551,2823529.34
7735,5243874.09,5160846.56,195,160,55204527.7,winter,tuesday,4.71,632,4798686.98
2811,5507898.87,5739643.86,373,953,64616370.89,summer,monday,2.91,337,5115345.72
8104,1921907.65,2028271.32,128,333,154501716.2,summer,tuesday,4.07,21,1916281.46
1855,9698583.66,9479601.63,391,604,38613096.86,festival,wednesday,3.58,542,8674308.05
1616,7771566.28,8068622.79,35,128,428366629.42,winter,sunday,4.18,584,7006831.61
3989,9400434.51,8945535.27,144,414,72443334.78,summer,sunday,4.97,35,8081321.23
5096,8957739.04,9552573.52,202,524,848784689.1,summer,saturday,2.53,97,8413320.87
1361,6015188.79,6147299.47,338,257,714673239.6,winter,monday,4.07,591,6021180.3
1618,9225773.67,9733535.37,209,76,785590057.59,monsoon,wednesday,4.28,387,8763331.16
4782,966960.7,962542.63,389,987,620922797.13,winter,thursday,4.14,273,1501252.57
1213,2032190.17,1922089.88,224,130,666902435.85,monsoon,saturday,3.42,497,2393182.78
1897,538202.43,530584.83,320,445,121389343.47,festival,sunday,3.94,414,941181.46
5588,3314023.58,3235471.54,122,64,66644139.7,monsoon,thursday,3.7,540,3064476.5
8699,3941791.94,3809912.62,328,742,989311185.19,festival,thursday,3.47,413,4144414.95
5437,2779068.9,2619091.1,344,454,378592817.39,winter,tuesday,3.79,698,2959111.63
4095,8302788.72,8733150.72,27,784,59808589.07,festival,saturday,3.77,638,7097083.31
4225,3625425.47,3325495.23,447,692,167209178.14,festival,monday,4.37,266,3625537.17
4732,2874060.99,3096835.74,255,794,875338142.94,monsoon,sunday,3.95,432,3170753.34
2536,5468118.18,5112717.54,198,745,212946488.54,festival,friday,4.57,506,4812653.51
7224,1486559.07,1629231.18,65,630,471838692.63,winter,saturday,4.76,190,1545996.19
5260,8039772.08,8825206.43,384,697,670466918.32,winter,monday,3.86,275,7848770.03
3723,828796.88,811953.58,373,528,966174960.47,summer,saturday,4.99,183,1683411.84
7784,9870049.54,10833013.17,92,132,22965666.33,monsoon,thursday,2.54,141,8839114.03
3148,7742945.66,8314481.15,250,561,492194386.33,festival,wednesday,3.1,247,7267761.65
5336,2059272.4,1887294.44,112,46,996067553.77,festival,wednesday,2.53,227,2401621.93
7507,144724.18,157672.03,291,314,129626524.92,summer,tuesday,4.23,228,618613.17
5298,8171222.76,7423579.39,258,914,131603517.53,winter,friday,3.46,33,6969048.09
3845,7094956.28,6643595.44,469,197,95258934.81,summer,friday,3.48,70,6656934.05
1163,7314461.04,7438215.2,366,645,512273440.95,winter,wednesday,4.37,473,6953454.85
9135,7733289.14,7084833.01,386,326,354275496.69,summer,tuesday,3.6,543,7109096.68
2691,823782.5,768049.95,429,267,718807769.87,winter,sunday,4.86,214,1703499.24
8956,3642395.37,3972754.65,390,913,575154993.78,winter,saturday,3.87,47,3871221.35
8712,1238262.38,1360773.06,400,868,584612436.13,monsoon,monday,2.91,561,1779382.45
4691,8643354.95,9158734.94,466,375,515459540.34,summer,sunday,4.38,678,8433295.47
3038,6266884.44,6285947.54,296,266,992136320.24,winter,thursday,4.71,695,6287038.86
3346,3369199.43,3638938.17,495,529,543197597.71,winter,sunday,3.08,678,3861739.94
7344,719863.25,663987.29,159,995,80711759.76,festival,friday,4.87,581,672876.85
8831,3171834.81,3452790.78,72,981,328294886.37,winter,monday,4.49,239,2847993.82
2769,3312566.72,3214218.55,52,797,782651294.27,summer,tuesday,4.72,612,3110802.91
4038,7320397.23,7849646.42,85,475,631799099.72,winter,sunday,3.97,654,6761411.95
9668,6408194.54,6623988.45,491,998,686792214.35,festival,tuesday,4.04,333,6372999.64
6166,8882278.28,9699935.17,305,662,922509973.38,festival,sunday,3.86,694,8592588.59
9731,4769649.91,5117527.14,395,521,448786265.2,summer,monday,4.88,167,4916758.73
1627,1275178.98,1374106.81,62,344,28346351.96,monsoon,sunday,4.72,679,1211953.66
1141,7158255.84,7346882.12,117,633,990179193.48,summer,monday,3.09,238,6683594.94
9786,7629379.83,8137738.43,41,670,459486564.88,festival,wednesday,4.3,66,6813723.72
1187,5652257.03,5942931.3,254,321,105733120.38,monsoon,sunday,2.73,119,5283787.32
4130,7730284.75,7207134.84,394,113,552646846.73,winter,tuesday,2.52,234,7297620.49
1617,4983514.36,5131621.31,226,394,593891347.07,summer,friday,3.6,170,4870164.96
9969,5270282.34,4899439.5,461,203,568254416.06,winter,friday,3.3,295,5349214.35
2278,4326931.49,4646653.76,264,935,965233669.65,monsoon,wednesday,4.85,480,4468925.28
5238,341903.55,312222.89,303,828,325758713.83,festival,sunday,3.8,604,726693.18
4895,1159204.04,1272121.33,310,418,43202508.46,festival,tuesday,2.52,229,1430799.88
7870,401463.23,393484.28,141,299,920474467.76,winter,sunday,3.08,671,982487.29
1261,6396827.18,5975441.76,338,790,198517421.86,summer,monday,3.27,621,5745546.19
6519,3205267.77,3484558.77,91,679,751704335.9,winter,friday,2.55,345,3167917.07
6427,5129935.55,4663548.47,50,361,211173596.05,winter,saturday,4.28,648,4378415.89
5487,9083983.76,9029671.77,57,820,830514669.48,summer,friday,4.63,416,8052449.93
7259,2560485.99,2698868.55,404,111,907225097.33,summer,sunday,2.96,270,3303440.41
8370,4156894.77,4004544.97,454,237,113408494.2,monsoon,monday,3.08,244,4215859.86
8220,7577511.78,7621210.79,79,907,154949074.66,winter,monday,4.28,112,6463469.25
8138,2357389.82,2451880.14,262,540,925961155.59,festival,friday,4.9,242,2824109.02
3103,852870.91,929966.42,217,521,772768064.51,winter,thursday,3.79,326,1379452.96
1269,2961436.9,2726122.69,145,673,47546800.4,winter,saturday,2.54,70,2536800.5
8107,1687702.96,1572003.06,156,798,189559697.73,monsoon,saturday,4.62,119,1581617.39
7315,9303303.73,9319809.46,142,41,417367530.36,monsoon,monday,4.81,563,8418343.65
8601,8098472.96,7966427.3,388,109,865420570.25,summer,friday,3.97,265,7905498.6
6156,6367031.23,6253438.5,241,847,158698049.83,monsoon,tuesday,4.52,75,5655047.75
4372,8726174.45,8371824.58,227,986,726622883.06,monsoon,thursday,2.56,614,7770154.76
3062,8054390.28,8152146.09,226,94,91960907.35,winter,tuesday,3.38,451,7299938.93
2012,1938909.28,2087541.54,290,197,471964450.72,summer,saturday,3.54,505,2375344.79
8140,8935259.68,8329313.87,146,743,731433115.61,winter,saturday,4.23,55,7859603.54
5532,5434881.62,5125404.6,108,913,73131007.52,summer,thursday,4.53,111,4542071.77
2639,8091731.94,8368183.53,202,818,211400569.01,winter,tuesday,3.71,646,7198407.91
4159,8970264.78,8174059.87,440,736,793682797.06,monsoon,saturday,4.08,315,8303504.99
1507,3241414.44,3354062.8,75,618,171046887.8,winter,wednesday,4.97,197,2901020.23
7856,1180614.57,1136803.42,53,604,670527903.8,summer,sunday,3.17,547,1287342.99
4057,2348837.46,2282061.86,435,872,645407006.95,winter,saturday,4.64,467,2782882.66
7676,4322638.19,4240983.01,290,69,524710200.92,monsoon,thursday,2.73,279,4381001.01
2608,8196526.33,7949954.43,262,656,208895145.3,monsoon,saturday,2.66,12,7246923.38
8446,8619840.08,9208074.55,109,169,422187705.93,festival,thursday,4.65,70,7920228.26
3945,158895.61,173071.27,237,365,625172201.08,summer,tuesday,4.11,89,780100.07
8270,5151505.77,5200972.05,149,637,882788755.26,winter,sunday,4.75,284,4962414.17
9237,4226543.04,4295755.64,294,164,799674449.64,winter,saturday,3.13,531,4467562.59
8131,2291088.4,2094276.17,405,947,610878552.78,summer,tuesday,4.99,260,2617020.75
4631,1277865.79,1332351.92,388,182,235414717.2,festival,sunday,3.89,427,1825439.12
7771,3435766.35,3493555.17,137,319,223749068.94,festival,tuesday,2.7,256,3213412.58
1494,9434235.17,8585898.41,470,728,815562277.64,winter,saturday,3.6,524,8730980.01
6488,3292941.06,3094327.76,468,284,667442302.47,summer,sunday,4.8,287,3785937.06
1512,5231215.06,4919375.45,254,5,363837975.52,festival,saturday,2.94,62,4973199.91
2497,7056917.88,6592527.45,208,491,971737916.49,monsoon,monday,4.04,575,6590432.03
9827,3693569.36,3810763.33,176,331,890752930.47,summer,thursday,3.57,12,3856168.61
7927,9720360.44,10553277.94,223,565,674468093.27,summer,sunday,2.62,98,9066815.67
8589,9627852.69,10134230.23,64,650,374906646.52,winter,saturday,4.12,37,8506441.37
8364,2585162.55,2573463.91,210,273,314977775.27,summer,saturday,4.43,93,2673067.46
3046,5017732.69,4921443.7,304,135,939929356.91,winter,tuesday,3.22,213,5186050.77
9306,3071704.05,3001950.63,489,192,448474960.12,monsoon,sunday,4.98,366,3589759.9
2834,2912769.3,2971751.11,215,152,801817000.54,monsoon,sunday,4.8,51,3267356.95
6356,455549.65,442723.25,189,992,940264580.55,winter,monday,3.16,274,902601.57
3751,6130782.55,5794965.22,166,545,496578636.21,festival,monday,2.65,399,5497209.29
1834,5071549.12,5175863.69,492,35,656230429.83,summer,monday,3.47,194,5467126.34
7733,600154.42,587035.69,179,900,94479036.23,summer,saturday,3.71,236,626135.16
5790,2851386.46,2574302.88,149,254,655708181.53,summer,thursday,3.01,36,2875907.51
3317,9090914.93,8222243.67,40,777,222147777.69,winter,sunday,2.65,142,7457650.2
1824,2464058.34,2352750.23,431,641,673490532.12,monsoon,saturday,3.13,86,2914602.42
5563,1525908.18,1529699.21,428,770,109136136.26,monsoon,saturday,2.66,604,1816927.33
3855,4940476.85,4796451.58,251,747,499751318.29,summer,tuesday,3.64,49,4631273.4
3142,9857796.0,8919442.56,454,43,525327746.38,festival,monday,3.12,269,9090784.44
2177,2488767.74,2350965.55,127,990,488167716.75,monsoon,sunday,4.82,29,2308095.78
3500,6750863.27,6205959.66,125,528,758913635.2,monsoon,wednesday,3.82,181,6059719.51
6880,7637650.39,8322949.27,192,649,756729915.55,winter,thursday,4.57,614,7260657.45
6200,2444988.06,2353464.37,280,889,709020449.36,monsoon,saturday,3.97,279,2637992.97
3596,7306624.01,6597540.07,153,883,634945834.96,winter,sunday,4.21,96,6364178.14
3596,3734730.85,3854662.96,412,988,905252617.89,monsoon,thursday,3.81,405,4060927.16
8762,6356150.78,6016030.53,195,183,579458095.66,winter,wednesday,4.6,610,5920021.14
7942,6368279.43,6453278.45,89,376,354186651.64,summer,monday,2.57,102,5687730.55
4055,5399527.12,5022365.24,230,120,67656114.68,winter,wednesday,4.19,42,4903077.55
5190,984771.62,1080100.12,166,499,539992614.67,monsoon,friday,3.82,153,1311350.73
1187,8367847.73,9154859.18,230,776,234692498.11,winter,monday,3.95,150,7657320.25
7633,3268930.44,3370910.19,423,19,392479876.19,summer,saturday,3.58,62,3705824.74
9463,1938398.44,2018726.69,478,124,58496496.45,monsoon,saturday,3.58,606,2452385.4
7174,494081.65,486757.27,321,905,644108789.86,winter,wednesday,4.42,168,1038226.48
9258,5945749.07,6495349.55,190,40,887709072.31,winter,wednesday,2.95,30,5994621.39
4927,6804662.83,6700877.6,418,559,331214718.04,summer,tuesday,3.47,367,6447135.2
8623,254385.38,241130.27,337,763,806632407.46,winter,thursday,4.89,678,989967.24
6698,5164842.21,4767540.45,407,209,134168097.51,festival,friday,3.89,561,4963609.4
5340,2334573.13,2198292.56,27,287,725629840.63,monsoon,sunday,2.61,453,2312917.91
8511,6483662.35,6577303.95,273,240,88042391.49,summer,tuesday,4.54,504,6011526.67
6051,1817971.31,1725288.12,388,289,265303331.12,summer,saturday,3.73,518,2220022.32
8664,6937192.98,7151204.59,425,782,365999084.98,festival,monday,2.56,692,6597917.06
9559,3922547.28,3830119.92,320,139,164377306.6,monsoon,wednesday,3.37,453,3894325.63
4882,9372994.19,10098225.69,368,55,191836848.14,summer,tuesday,3.84,254,8892832.94
6035,1452832.56,1469824.33,235,382,701635329.37,summer,tuesday,4.97,29,1928122.87
5087,3469967.54,3555053.96,378,46,103905894.77,monsoon,thursday,4.05,171,3661151.28
5568,1214522.6,1228261.23,152,780,934502304.15,winter,friday,4.12,424,1580116.95
3783,9253713.76,9967302.37,283,472,770447523.95,festival,tuesday,3.9,423,8825857.04
1472,8784432.99,8017410.68,405,700,362523076.0,monsoon,tuesday,4.72,598,7909822.89
4411,2646201.53,2417225.03,23,666,632101968.46,winter,monday,2.6,32,2383329.33
9892,6630441.9,6897967.29,323,824,721941325.45,festival,sunday,2.96,114,6373603.89
9343,8188672.0,8627525.7,112,718,598133902.09,winter,friday,4.37,663,7431094.26
3034,5592040.04,5517765.91,92,191,621692980.78,festival,wednesday,3.26,555,5187698.29
8430,5338837.23,5181133.54,412,79,916725176.02,monsoon,wednesday,2.91,503,5601563.13
2183,2486756.2,2376316.9,47,996,882164173.23,monsoon,saturday,2.84,225,2350193.07
1737,1012648.43,958855.51,73,881,914580735.12,winter,thursday,2.63,423,1199703.66
6065,8981408.16,9721401.81,56,433,886243968.96,festival,tuesday,4.91,686,8351617.02
9021,9013142.95,8643855.64,495,387,688224955.23,festival,tuesday,4.3,345,8606897.79
8333,6364035.44,6552511.18,77,817,496329614.15,festival,wednesday,2.73,423,5639137.65
5039,3449785.23,3647868.3,421,654,491997132.24,summer,friday,3.84,185,3749840.93
7496,3550666.88,3211199.39,483,19,773617335.56,festival,sunday,2.62,100,4074235.27
8760,7284220.78,6605148.06,158,5,924638623.8,monsoon,sunday,4.76,644,6780885.16
6370,8980362.68,8680665.36,301,292,96266963.54,summer,saturday,2.76,200,8010632.56
1371,8881026.46,9229190.66,217,492,877934764.56,festival,sunday,4.41,36,8358389.13
7734,7818566.66,7444524.3,267,162,851031294.26,summer,friday,4.69,295,7404784.6
1323,6452533.61,5809194.45,26,589,95801842.71,summer,saturday,4.12,76,5284252.74
9085,923827.05,884684.11,458,990,659638217.36,winter,saturday,4.9,513,1591329.22
4349,1691740.56,1553062.1,420,673,972143233.25,winter,saturday,2.71,425,2364747.55
6588,8994672.01,8489914.95,380,48,852992537.41,summer,thursday,4.74,449,8570940.36
6773,6099711.98,5896213.39,435,230,71277107.5,monsoon,saturday,3.0,229,5802844.16
6028,181142.78,167667.84,16,184,925860142.16,monsoon,thursday,3.94,181,660458.95
9279,1095582.99,1140800.93,474,26,180527140.83,festival,tuesday,4.67,685,1831674.49
8587,6665302.53,6339929.43,459,434,80823463.62,festival,friday,4.64,517,6259406.95
6851,140160.3,144676.12,74,73,234788627.73,festival,wednesday,3.11,123,389185.31
7368,1683607.79,1716954.29,368,687,487889599.28,winter,monday,3.55,671,2101915.37
3679,5527951.85,5968027.11,53,333,816888207.49,monsoon,sunday,4.63,279,5311425.75
7080,6946681.41,6374182.02,155,263,273715080.04,monsoon,saturday,2.53,16,6073986.92
7957,6550936.08,6177019.28,168,733,395739862.51,winter,friday,3.07,534,5747490.56
8651,2312508.86,2481404.53,216,272,148808519.01,monsoon,sunday,3.08,128,2394705.49
8745,7147696.08,7608195.63,137,990,297927356.0,monsoon,sunday,2.98,545,6330755.21
9422,2441138.46,2290815.87,492,600,902951655.11,summer,thursday,4.39,417,3127146.74
2453,3314711.01,3054662.66,88,432,683666357.09,monsoon,friday,4.66,437,3176923.03
2711,7487729.82,8021217.79,319,261,676858701.49,summer,friday,2.57,283,7314646.09
8008,6527862.03,6107647.96,179,811,256591819.46,summer,sunday,3.66,187,5649314.41
1893,8505804.0,9137121.28,212,417,153899194.67,festival,friday,3.61,557,7761378.18
1610,6606943.76,7216255.54,218,525,888441305.62,monsoon,thursday,3.06,663,6473616.38
2576,5721938.26,5402432.82,331,229,944153788.19,winter,sunday,4.24,228,5752472.78
1975,1018316.95,1087641.44,356,951,62100091.81,summer,thursday,2.84,364,1222916.8
8067,3734063.61,3677179.7,147,738,534390380.18,monsoon,monday,4.12,477,3505584.09
8133,2718155.46,2875144.39,492,632,444861463.39,summer,saturday,2.7,217,3182359.55
8121,2507937.37,2461488.13,145,724,740757856.0,monsoon,friday,3.08,379,2550090.92
9948,9732534.6,8896306.66,336,807,308078687.69,festival,sunday,2.56,83,8488925.37
5299,3985598.45,4155142.04,14,404,623992334.41,winter,monday,4.4,183,3738417.93
8695,8930181.36,8306298.6,466,103,90839502.57,winter,sunday,4.21,402,8201209.08
6434,6344583.78,6886443.07,19,243,824547424.55,winter,monday,3.39,505,5991127.71
9269,7966580.02,7835523.86,99,230,245548791.45,winter,wednesday,4.17,172,7017950.56
1489,5071133.59,4647186.97,290,738,320100608.57,festival,wednesday,3.56,428,4628129.87
6225,5807117.5,5491767.81,145,166,383838752.95,festival,friday,4.56,460,5292264.34
2670,4970850.35,5331254.52,248,813,213756272.89,monsoon,sunday,3.18,9,4631922.18
5343,2024858.01,1952402.71,64,150,810617941.53,summer,saturday,3.71,569,2229901.69
3076,7249500.46,7766140.45,423,557,77056369.63,festival,friday,3.72,260,6897395.57
5109,2872454.11,2684185.85,128,947,934131007.44,winter,friday,4.58,161,2851671.02
9811,330971.23,328867.45,188,227,931217303.7,festival,friday,4.42,535,1048603.06
4630,6486630.45,6977356.36,130,901,828916053.57,festival,monday,2.62,655,6052411.68
5804,1845166.83,1678513.15,39,582,952576451.13,winter,saturday,3.15,639,1941583.93
5660,9409944.57,9041596.4,19,166,763291763.31,festival,monday,4.31,206,8334494.32
3795,9543432.2,10325710.37,374,874,566518866.71,monsoon,wednesday,2.58,599,8980260.25
8821,9156306.11,9333071.03,123,488,724127015.34,summer,thursday,4.19,222,8319853.18
9606,3758272.72,3920804.58,53,249,12914606.08,monsoon,thursday,4.52,112,3344948.67
4337,243175.07,259814.49,148,373,688255165.46,festival,friday,4.07,242,747318.22
3848,9289636.96,9333477.41,55,760,50648667.83,winter,sunday,3.26,201,7854367.88
6861,4333304.91,4632620.06,54,931,888661469.45,summer,tuesday,3.53,670,4089734.45
2395,9669549.26,9937907.43,304,514,897457239.39,monsoon,thursday,3.75,686,9125152.94
2472,9639473.97,9997388.51,188,782,122291143.64,monsoon,sunday,3.62,328,8481872.81
1863,8543323.7,7950168.35,459,529,682513082.89,summer,friday,3.65,425,8027935.08
5472,3007988.52,3272101.24,200,288,671130459.71,monsoon,sunday,2.72,360,3239589.29
2473,3906318.49,4137638.44,160,531,502598929.37,summer,thursday,2.67,675,3775166.17
9568,8524764.41,8105680.17,14,70,33798428.03,monsoon,thursday,3.89,199,7215023.69
1876,3230697.07,3282384.78,458,957,122076566.19,winter,monday,4.51,247,3312737.11
2190,1769673.12,1725950.13,385,510,662342060.72,winter,friday,3.07,57,2308176.29
4378,5607900.51,5787804.2,169,717,533851356.3,summer,sunday,4.54,306,5216812.22
6900,9367293.81,10292308.16,393,808,54840092.24,summer,monday,3.34,475,8681024.09
6635,6987655.29,6352821.77,440,554,521898741.48,monsoon,thursday,4.52,402,6594206.31
5346,5739306.2,6258740.54,186,274,850593287.33,winter,saturday,3.07,14,5717737.22
6548,1053019.05,962963.04,231,406,891454321.36,winter,tuesday,3.72,348,1612876.55
6898,6184721.62,6136189.66,99,157,699714879.23,summer,sunday,4.57,562,5785111.23
5277,9901433.65,9866004.74,495,481,665680470.32,festival,tuesday,4.23,172,9421230.16
8660,1478232.59,1409856.78,274,444,771184672.3,festival,tuesday,4.93,168,1997977.29
4944,5226646.85,5296369.57,64,845,141213196.96,monsoon,monday,3.24,596,4441473.24
7015,8784767.14,9371526.59,405,502,197483465.47,winter,friday,4.56,415,8289921.64
7682,7431017.0,7124802.89,389,726,490363720.7,summer,tuesday,2.64,423,6888182.08
9915,6997425.99,6396214.06,328,5,455963457.91,winter,thursday,4.92,237,6584330.24
2775,7051617.27,7238180.08,144,803,191701577.86,winter,friday,2.56,569,6171994.31
1107,3652557.31,3836460.01,38,780,681154578.06,monsoon,friday,4.87,255,3420821.81
5113,2999495.18,3272163.1,180,85,743416299.41,monsoon,friday,2.58,201,3299179.43
2485,8110769.05,7558465.66,401,57,277406270.15,winter,saturday,4.38,372,7539165.81
8868,8118223.74,8769889.58,77,567,319120652.11,monsoon,thursday,4.19,86,7284750.26
6168,8682686.68,8651643.43,487,362,264014108.8,winter,thursday,3.45,373,8193877.76
8027,9140213.88,8657168.63,352,167,285096147.53,summer,sunday,4.77,11,8340116.3
4358,5157403.17,5634719.26,201,803,370390368.93,monsoon,monday,4.84,475,4869582.71
1215,5060026.48,4795315.52,252,407,446121172.37,summer,monday,4.72,370,4794969.81
9329,8001105.22,8374667.52,448,381,488826481.66,festival,friday,4.99,159,7814921.37
2804,6531142.55,6903269.78,38,558,489543662.65,monsoon,saturday,3.92,267,5875881.17
9082,7046491.75,6948572.37,185,240,620724105.27,winter,thursday,4.09,121,6557804.23
1298,7976305.35,8279380.78,176,436,350004652.51,summer,saturday,3.73,659,7253584.5
6915,8909952.94,9039106.41,442,992,507885579.14,winter,sunday,4.85,549,8328548.83
9584,3439532.0,3227679.36,405,152,510543100.5,monsoon,saturday,4.44,469,3766017.96
2697,3812027.06,4010166.99,85,367,104820552.92,summer,saturday,4.83,567,3466075.26
9370,1021361.02,1108792.82,219,122,632687824.68,summer,monday,4.72,186,1597030.32
5752,5820756.2,5807529.18,222,68,284664149.07,winter,wednesday,3.05,19,5459606.74
5343,446187.93,490298.98,484,560,55538970.1,monsoon,monday,3.15,336,1041262.54
7519,4704076.36,4636305.03,220,906,650277211.66,winter,friday,4.59,509,4453272.11
9262,5467608.33,5445449.84,77,976,56982021.06,festival,friday,4.12,289,4574410.54
9807,2929623.81,3031514.67,448,580,446905020.37,summer,tuesday,4.19,325,3326000.01
1201,5945157.61,5571528.41,443,532,624559335.73,summer,tuesday,3.27,641,5823874.88
2554,392257.48,423790.75,259,126,998598740.59,winter,monday,4.9,174,1290878.21
3099,460120.55,487844.91,413,650,519491265.33,summer,friday,3.38,466,1151265.41
5214,8241971.56,8855862.1,345,887,324332429.57,winter,friday,4.34,239,7690209.2
1433,3659489.26,3739674.95,379,197,496586327.29,festival,monday,2.85,89,3949314.74
4553,1349169.68,1452717.9,15,27,202942470.88,summer,wednesday,4.27,384,1379129.93
3474,5265430.71,5454957.24,95,289,443009449.98,winter,sunday,3.48,689,4879378.79
2492,7720636.11,7738487.61,316,692,874221724.35,monsoon,sunday,2.6,306,7323407.01
4635,2228786.38,2421260.27,258,987,143898352.11,festival,monday,2.66,108,2168259.77
2938,6262844.62,6187339.48,353,485,534376944.82,winter,tuesday,4.32,103,6038354.86
5963,935793.38,935900.03,368,988,624219435.08,winter,wednesday,2.83,241,1419766.09
3764,602165.86,562367.96,430,928,319191824.41,winter,monday,4.82,171,1122497.52
1464,5355724.4,5835232.06,425,432,738290945.82,winter,monday,4.41,453,5661463.51
4912,5447694.06,5143770.27,362,216,666732085.04,winter,friday,3.98,150,5430528.86
7334,6406930.32,6024328.85,208,256,468813387.71,festival,saturday,3.73,682,5875317.02
5725,7285565.12,6704460.58,453,330,643310734.79,winter,wednesday,3.16,626,6983754.36
3622,9760694.11,9669645.28,50,939,841704206.19,monsoon,monday,4.22,535,8567827.45
4205,5206536.45,4970799.63,102,976,604006358.63,summer,sunday,4.73,176,4611638.12
5787,3290498.65,3448956.56,423,916,572674829.18,monsoon,saturday,3.38,224,3558098.64
9878,7970295.19,7663473.29,28,368,624833871.08,winter,thursday,3.92,340,7005121.28
7163,2773947.61,2896428.64,86,422,678494727.35,summer,wednesday,3.75,145,2811247.14
7927,4440206.78,4170207.65,251,464,408525306.62,festival,monday,3.32,485,4201138.68
6392,867502.74,820651.67,31,885,838282330.35,monsoon,sunday,3.91,435,1001663.17
5410,341225.87,362120.78,496,384,924588544.02,festival,saturday,3.83,177,1464004.73
7969,9629845.79,9381575.95,69,114,625266363.8,winter,thursday,4.17,33,8576221.15
